semester_raw,problem_name,total_rows,total_students,exam_rows,exam_students,midterm_n,midterm,exam_ratio,student_ratio,looks_midtermish,obvious_false_positive
F21,acid=bsoup_writecode1q,31,7,5.0,1.0,1.0,mid2,0.16129032258064516,0.14285714285714285,False,False
F21,acid=bsoup_writecode1q_mu,36,7,5.0,1.0,1.0,mid2,0.1388888888888889,0.14285714285714285,False,False
F21,acid=bsoup_writecode2q,25,7,5.0,1.0,1.0,mid2,0.2,0.14285714285714285,False,False
F21,acid=bsoup_writecode2q_mu,27,7,5.0,1.0,1.0,mid2,0.18518518518518517,0.14285714285714285,False,False
F21,acid=bsoup_writecode3q,28,7,5.0,1.0,1.0,mid2,0.17857142857142858,0.14285714285714285,False,False
F21,acid=bsoup_writecode3q_mu,30,6,5.0,1.0,1.0,mid2,0.16666666666666666,0.16666666666666666,False,False
F21,acid=bsoup_writecode4q,26,6,5.0,1.0,1.0,mid2,0.19230769230769232,0.16666666666666666,False,False
F21,acid=bsoup_writecode4q_mu,27,6,5.0,1.0,1.0,mid2,0.18518518518518517,0.16666666666666666,False,False
F21,acid=bsoup_writecode5q,26,6,5.0,1.0,1.0,mid2,0.19230769230769232,0.16666666666666666,False,False
F21,acid=bsoup_writecode5q_mu,27,6,5.0,1.0,1.0,mid2,0.18518518518518517,0.16666666666666666,False,False
F21,acid=bsoup_writecode6q,22,6,5.0,1.0,1.0,mid2,0.22727272727272727,0.16666666666666666,False,False
F21,acid=bsoup_writecode6q_mu,23,6,5.0,1.0,1.0,mid2,0.21739130434782608,0.16666666666666666,False,False
F21,acid=bsoup_writecode7q,26,6,5.0,1.0,1.0,mid2,0.19230769230769232,0.16666666666666666,False,False
F21,acid=bsoup_writecode7q_mu,27,6,5.0,1.0,1.0,mid2,0.18518518518518517,0.16666666666666666,False,False
F21,acid=bsoup_writecode8q,26,6,5.0,1.0,1.0,mid2,0.19230769230769232,0.16666666666666666,False,False
F21,acid=bsoup_writecode8q_mu,27,6,5.0,1.0,1.0,mid2,0.18518518518518517,0.16666666666666666,False,False
F21,acid=bsoup_writecode9q,26,6,5.0,1.0,1.0,mid2,0.19230769230769232,0.16666666666666666,False,False
F21,acid=bsoup_writecode9q_mu,27,6,5.0,1.0,1.0,mid2,0.18518518518518517,0.16666666666666666,False,False
F21,acid=dp_get_counts_dict,1292,102,5.0,1.0,1.0,mid1,0.003869969040247678,0.00980392156862745,False,False
F21,acid=dp_get_counts_dict_pp,1288,102,5.0,1.0,1.0,mid1,0.0038819875776397515,0.00980392156862745,False,False
F21,acid=dp_get_tuple_from_dict,1331,102,5.0,1.0,1.0,mid1,0.003756574004507889,0.00980392156862745,False,False
F21,acid=dp_get_tuple_from_dict_pp,1331,102,5.0,1.0,1.0,mid1,0.003756574004507889,0.00980392156862745,False,False
F21,acid=dp_greater_dict,1304,102,5.0,1.0,1.0,mid1,0.003834355828220859,0.00980392156862745,False,False
F21,acid=dp_greater_dict_pp,1381,102,5.0,1.0,1.0,mid1,0.003620564808110065,0.00980392156862745,False,False
F21,acid=dp_list_of_tuples_to_dict,1382,102,5.0,1.0,1.0,mid1,0.00361794500723589,0.00980392156862745,False,False
F21,acid=dp_list_of_tuples_to_dict_pp,1454,102,5.0,1.0,1.0,mid1,0.0034387895460797797,0.00980392156862745,False,False
F21,acid=dp_two_list_to_dict,1398,102,5.0,1.0,1.0,mid1,0.00357653791130186,0.00980392156862745,False,False
F21,acid=dp_two_list_to_dict_pp,1396,102,5.0,1.0,1.0,mid1,0.0035816618911174787,0.00980392156862745,False,False
F21,acid=funct-strings-writecode4,3428,104,11.0,2.0,1.0,mid1,0.0032088681446907816,0.019230769230769232,False,False
F21,acid=funct-strings-writecode4-pp-ordered,3466,104,11.0,2.0,1.0,mid1,0.0031736872475476054,0.019230769230769232,False,False
F21,acid=str-mixed-book-ac,3955,105,11.0,2.0,1.0,mid1,0.002781289506953224,0.01904761904761905,False,False
F21,acid=str-mixed-book-ordered,3896,104,11.0,2.0,1.0,mid1,0.0028234086242299797,0.019230769230769232,False,False
F21,acid=str-mixed-code-ac,3800,105,11.0,2.0,1.0,mid1,0.0028947368421052633,0.01904761904761905,False,False
F21,acid=str-mixed-code-ordered,3756,104,11.0,2.0,1.0,mid1,0.0029286474973375934,0.019230769230769232,False,False
F21,acid=str-mixed-time-ac,3592,105,11.0,2.0,1.0,mid1,0.003062360801781737,0.01904761904761905,False,False
F21,acid=str-mixed-time-ordered,3559,104,11.0,2.0,1.0,mid1,0.0030907558302894073,0.019230769230769232,False,False
F21,assignment_id=72140,707,99,11.0,3.0,1.0,mid2,0.015558698727015558,0.030303030303030304,False,False
F21,assignment_id=72170,1033,101,2.0,1.0,1.0,mid2,0.001936108422071636,0.009900990099009901,False,False
F21,assignment_id=72213,955,101,5.0,1.0,1.0,mid1,0.005235602094240838,0.009900990099009901,False,False
F21,assignment_id=72244,2392,100,5.0,1.0,1.0,mid1,0.0020903010033444815,0.01,False,False
F21,assignment_id=73365,2769,100,5.0,1.0,1.0,mid1,0.0018057060310581437,0.01,False,False
F21,assignment_id=73514,1403,100,6.0,1.0,1.0,mid1,0.0042765502494654314,0.01,False,False
F21,assignment_id=79210,1400,102,5.0,1.0,1.0,mid1,0.0035714285714285713,0.00980392156862745,False,False
F21,assignment_id=81770,3724,102,90.0,17.0,1.0,mid1,0.024167561761546726,0.16666666666666666,False,False
F21,assignment_id=81772,474,91,7.0,3.0,1.0,mid1,0.014767932489451477,0.03296703296703297,False,False
F21,assignment_id=82105,768,99,10.0,4.0,1.0,mid1,0.013020833333333334,0.04040404040404041,False,False
F21,assignment_id=82320,23,8,7.0,1.0,1.0,mid1,0.30434782608695654,0.125,False,False
F21,assignment_id=82431,15,10,4.0,3.0,1.0,mid1,0.26666666666666666,0.3,False,False
F21,assignment_id=82436,4,1,1.0,1.0,1.0,mid1,0.25,1.0,False,False
F21,assignment_id=84150,1542,98,5.0,1.0,1.0,mid2,0.00324254215304799,0.01020408163265306,False,False
F21,assignment_id=84295,4265,98,117.0,24.0,1.0,mid2,0.02743259085580305,0.24489795918367346,False,False
F21,assignment_id=84731,896,100,2.0,1.0,1.0,mid2,0.002232142857142857,0.01,False,False
F21,assignment_id=85473,952,72,9.0,2.0,1.0,mid2,0.009453781512605041,0.027777777777777776,False,False
F21,assignment_id=85944,638,92,7.0,1.0,1.0,mid2,0.0109717868338558,0.010869565217391304,False,False
F21,chp13_classesmid1,106,47,0.0,0.0,0.0,,0.0,0.0,True,False
F21,class_car_test_pp,4072,97,1.0,1.0,1.0,mid1,0.0002455795677799607,0.010309278350515464,False,False
F21,funct_ac_grade,7100,96,1.0,1.0,1.0,mid1,0.00014084507042253522,0.010416666666666666,False,False
F21,get-index-duplicate-fix_v2,8970,97,3.0,1.0,1.0,mid1,0.00033444816053511704,0.010309278350515464,False,False
F21,mid_1_fall20_q1,267,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q10,233,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q12,200,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q13,182,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q14,244,103,1.0,1.0,1.0,mid1,0.004098360655737705,0.009708737864077669,True,False
F21,mid_1_fall20_q15,170,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q16,398,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q17,315,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q18,447,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q19,331,101,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q20,315,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q4,345,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q5,337,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q6,255,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q7,211,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1_fall20_q9,171,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1p_fall21_q11,278,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1p_fall21_q2,274,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1p_fall21_q3,215,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_1p_fall21_q8,197,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2_fall20_q21,960,101,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2_fall20_q22,1472,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2_fall20_q23,1946,96,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2_fall20_q24,4072,97,1.0,1.0,1.0,mid1,0.0002455795677799607,0.010309278350515464,True,False
F21,mid_2_fall20_q25,3127,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2_fall20_q26,2662,95,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2_fall20_q27,1802,94,2.0,1.0,1.0,mid1,0.0011098779134295228,0.010638297872340425,True,False
F21,mid_2_fall20_q28,6836,96,2.0,1.0,1.0,mid1,0.0002925687536571094,0.010416666666666666,True,False
F21,mid_2_fall20_q29,4036,96,1.0,1.0,1.0,mid1,0.0002477700693756194,0.010416666666666666,True,False
F21,mid_2_fall20_q30,5281,96,1.0,1.0,1.0,mid1,0.0001893580761219466,0.010416666666666666,True,False
F21,mid_2_fall20_q31,3207,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q1,181,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q10,183,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q11,287,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q12,190,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q13,297,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q14,298,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q15,172,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q16_mc,280,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q17_v2,196,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q18,172,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q19,238,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q2,196,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q20,230,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q21,148,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q22_v2,218,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q23,255,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q24,204,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q25,195,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q26_v2,340,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q27,854,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q28,641,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q29,740,93,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q30,301,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q31,410,94,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q32,2342,94,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q33,5586,90,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q34,2898,92,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q35,1333,93,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q36,2649,92,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q37,3678,89,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q38,3671,87,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q39_v2,2519,85,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q3_v2,320,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q4,219,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q40,1337,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q5,192,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q6,220,101,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q7,278,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q8,341,101,0.0,0.0,0.0,,0.0,0.0,True,False
F21,mid_2p_fall_20_q9_mc,222,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q10_regex_b,183,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q11_regex_mc,297,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q12_continue_mc,192,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q13_regex_mc,298,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q14_strip_mc,301,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q15_str,172,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q16_sorted_mc,280,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q17_regex_mc,196,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q18_links_mc,175,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q19_step_into_mc,238,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q1_split_mc,181,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q20_soup_link,233,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q21_git_clone,150,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q22_html_false_mc,218,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q23_strings_mc,257,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q24_sorted_mc,205,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q25_dict,197,99,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q26_nested_dict_fitb,340,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q27_findall_regex_fib,854,97,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q28_findall_fib,640,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q29_email_fitb,740,93,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q2_types_mc,196,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q30_soup_fitb,301,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q31_soup_fitb,410,94,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q32_writecode,3241,95,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q33_writecode,7405,91,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q34_sumnums_pp,2898,92,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q35,1333,93,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q36_pp,2649,92,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q37_csvfile_pp,3678,89,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q38_get_from_lines_ac,4920,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q39_loop_two_lists_ac,3334,85,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q3_unit_test_mc,320,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q40_soup_pp,1337,88,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q4_split_mc,219,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q5_file_mc,192,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q6_regex_dig_mc,223,101,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q7_errors_mc,278,102,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q8_split2_mc,343,101,0.0,0.0,0.0,,0.0,0.0,True,False
F21,midterm_2_practice_q9_regex_dig_space_dash_mc,223,98,0.0,0.0,0.0,,0.0,0.0,True,False
F21,no params,54107,112,124.0,27.0,2.0,mid1,0.002291755225756372,0.24107142857142858,False,False
F21,py4e-int/bsoup/Exercises.html,115,23,5.0,1.0,1.0,mid2,0.043478260869565216,0.043478260869565216,False,False
F21,py4e-int/bsoup/plan2.html,332,85,5.0,1.0,1.0,mid2,0.015060240963855422,0.011764705882352941,False,False
F21,py4e-int/bsoup/plan4.html,647,87,6.0,1.0,1.0,mid2,0.00927357032457496,0.011494252873563218,False,False
F21,py4e-int/bsoup/writecode.html,84,20,5.0,1.0,1.0,mid2,0.05952380952380952,0.05,False,False
F21,py4e-int/database/mixedupCode.html,521,45,5.0,1.0,1.0,mid1,0.009596928982725527,0.022222222222222223,False,False
F21,py4e-int/dictionaries/dictionaries1.html,462,51,4.0,1.0,1.0,mid1,0.008658008658008658,0.0196078431372549,False,False
F21,py4e-int/dictionaries/dictionarycounters.html,558,48,5.0,1.0,1.0,mid1,0.008960573476702509,0.020833333333333332,False,False
F21,py4e-int/dictionaries/writecode.html,241,34,4.0,1.0,1.0,mid1,0.016597510373443983,0.029411764705882353,False,False
F21,py4e-int/files/Exercises.html,269,72,1.0,1.0,1.0,mid2,0.0037174721189591076,0.013888888888888888,False,False
F21,py4e-int/files/debugging.html,222,60,1.0,1.0,1.0,mid2,0.0045045045045045045,0.016666666666666666,False,False
F21,py4e-int/files/glossary.html,126,53,1.0,1.0,1.0,mid2,0.007936507936507936,0.018867924528301886,False,False
F21,py4e-int/files/mixedupCode.html,461,50,11.0,2.0,1.0,mid2,0.02386117136659436,0.04,False,False
F21,py4e-int/files/readingFiles.html,557,76,6.0,2.0,1.0,mid2,0.010771992818671455,0.02631578947368421,False,False
F21,py4e-int/files/searching.html,438,74,4.0,2.0,2.0,mid1,0.0091324200913242,0.02702702702702703,False,False
F21,py4e-int/files/textFiles.html,250,71,1.0,1.0,1.0,mid2,0.004,0.014084507042253521,False,False
F21,py4e-int/files/tryExceptOpen.html,302,91,1.0,1.0,1.0,mid2,0.0033112582781456954,0.01098901098901099,False,False
F21,py4e-int/files/userNames.html,496,87,1.0,1.0,1.0,mid2,0.0020161290322580645,0.011494252873563218,False,False
F21,py4e-int/files/writeCode.html,603,51,10.0,2.0,2.0,mid1,0.01658374792703151,0.0392156862745098,False,False
F21,py4e-int/files/writingFiles.html,582,70,1.0,1.0,1.0,mid2,0.001718213058419244,0.014285714285714285,False,False
F21,py4e-int/functions/func-group.html,1241,103,6.0,1.0,1.0,mid1,0.004834810636583401,0.009708737864077669,False,False
F21,py4e-int/functions/function_string_mixedUpCode.html,92,23,5.0,1.0,1.0,mid1,0.05434782608695652,0.043478260869565216,False,False
F21,py4e-int/functions/functions_tups_dicts_exercises.html,231,40,5.0,1.0,1.0,mid1,0.021645021645021644,0.025,False,False
F21,py4e-int/functions/mixedupcode_orig.html,141,7,5.0,1.0,1.0,mid1,0.03546099290780142,0.14285714285714285,False,False
F21,py4e-int/index.html,17142,114,8.0,4.0,2.0,mid1,0.000466690001166725,0.03508771929824561,False,False
F21,py4e-int/inheritance/Exercises.html,661,80,6.0,1.0,1.0,mid1,0.009077155824508321,0.0125,False,False
F21,py4e-int/inheritance/IntroToInheritance.html,451,63,6.0,1.0,1.0,mid1,0.013303769401330377,0.015873015873015872,False,False
F21,py4e-int/inheritance/UnitTests.html,1509,91,5.0,1.0,1.0,mid1,0.0033134526176275677,0.01098901098901099,False,False
F21,py4e-int/lists/listAsArgument.html,265,25,5.0,1.0,1.0,mid1,0.018867924528301886,0.04,False,False
F21,py4e-int/lists/objectsValues.html,68,28,6.0,1.0,1.0,mid1,0.08823529411764706,0.03571428571428571,False,False
F21,py4e-int/network/beautifulSoup.html,1098,65,6.0,2.0,1.0,mid2,0.00546448087431694,0.03076923076923077,False,False
F21,py4e-int/network/bonusforunixlinux.html,88,39,1.0,1.0,1.0,mid2,0.011363636363636364,0.02564102564102564,False,False
F21,py4e-int/network/glossary.html,101,34,1.0,1.0,1.0,mid2,0.009900990099009901,0.029411764705882353,False,False
F21,py4e-int/network/parsinghtmlusingbeautifulsoup.html,501,58,1.0,1.0,1.0,mid2,0.001996007984031936,0.017241379310344827,False,False
F21,py4e-int/network/parsinghtmlusingregex.html,162,42,1.0,1.0,1.0,mid2,0.006172839506172839,0.023809523809523808,False,False
F21,py4e-int/objects/Exercises.html,502,80,6.0,1.0,1.0,mid1,0.01195219123505976,0.0125,False,False
F21,py4e-int/objects/objectlifecycle.html,98,27,4.0,1.0,1.0,mid1,0.04081632653061224,0.037037037037037035,False,False
F21,py4e-int/pictures/exam9t11.html,6,6,0.0,0.0,0.0,,0.0,0.0,True,False
F21,py4e-int/regex/Exercises.html,435,84,6.0,1.0,1.0,mid2,0.013793103448275862,0.011904761904761904,False,False
F21,py4e-int/regex/charactermatching.html,590,85,6.0,1.0,1.0,mid2,0.010169491525423728,0.011764705882352941,False,False
F21,py4e-int/strings/count.html,119,32,5.0,1.0,1.0,mid1,0.04201680672268908,0.03125,False,False
F21,py4e-int/strings/toctree.html,127,28,5.0,1.0,1.0,mid1,0.03937007874015748,0.03571428571428571,False,False
F21,py4e-int/tuples/dictionariesandtuples.html,297,39,6.0,1.0,1.0,mid1,0.020202020202020204,0.02564102564102564,False,False
F21,py4e-int/web/writeCode.html,1206,89,5.0,1.0,1.0,mid2,0.0041459369817578775,0.011235955056179775,False,False
F21,q10_midw21_constructor_default,217,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,q3_midw21_flight_and_airport,274,103,0.0,0.0,0.0,,0.0,0.0,True,False
F21,q9_midw21_class_attribute_code,199,103,0.0,0.0,0.0,,0.0,0.0,True,False
