semester_raw,midterm,problem_name,item_family,score_source,key_confidence,n_events
F24,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F24,mid1,question10_2_2,dragndrop,dragndrop_low_confidence_key,0.5,1
F24,mid2,re-combo-dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F24,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,2
F24,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F24,mid1,var-value-dnd-type,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,class_diagram_parts_dnd,dragndrop,dragndrop_low_confidence_key,0.5,3
F25,mid1,class_diagram_parts_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,class_diagram_parts_dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid2,csv_file_dnd_string_and_conversion_functions_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,csv_file_dnd_string_and_conversion_functions_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,funct_dict_symbol_dnd,dragndrop,dragndrop_low_confidence_key,0.5714285714285714,3
F25,mid1,funct_dict_symbol_dnd,dragndrop,dragndrop_low_confidence_key,0.5714285714285714,2
F25,mid1,funct_dict_symbol_dnd,dragndrop,dragndrop_low_confidence_key,0.5714285714285714,1
F25,mid2,html_basic_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid2,html_basic_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid2,html_list_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.6,1
F25,mid2,html_list_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.6,2
F25,mid2,html_list_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.6,1
F25,mid2,html_other_tags_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_other_tags_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_other_tags_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_other_tags_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,2
F25,mid2,html_other_tags_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_other_tags_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_span_div_css,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,html_span_div_css,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid2,html_span_div_css,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,html_span_div_css,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,html_span_div_css,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,3
F25,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
F25,mid2,inhert_vocab_dnd,dragndrop,dragndrop_low_confidence_key,0.4444444444444444,3
F25,mid1,inhert_vocab_dnd,dragndrop,dragndrop_low_confidence_key,0.4444444444444444,1
F25,mid2,inhert_vocab_dnd,dragndrop,dragndrop_low_confidence_key,0.4444444444444444,1
F25,mid2,inhert_vocab_dnd,dragndrop,dragndrop_low_confidence_key,0.4444444444444444,1
F25,mid1,inhert_vocab_dnd,dragndrop,dragndrop_low_confidence_key,0.4444444444444444,1
F25,mid1,iteration_glossary_one,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,10
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid1,pillars_of_oop_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid1,question10_2_2,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid1,question10_2_2,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,re-combo-dnd,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid2,re-combo-dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,re-summary-dnd1,dragndrop,dragndrop_low_confidence_key,0.5,2
F25,mid2,re-summary-dnd2,dragndrop,dragndrop_low_confidence_key,0.5,4
F25,mid2,re-summary-dnd3,dragndrop,dragndrop_low_confidence_key,0.5,3
F25,mid2,regex_char_classes_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,regex_match_adv_symbols,dragndrop,dragndrop_low_confidence_key,0.5,1
F25,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,2
F25,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,2
F25,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,2
F25,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,2
F25,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,16
F25,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid1,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid2,ut_method_def_dnd,dragndrop,dragndrop_low_confidence_key,0.5789473684210527,1
F25,mid1,var-value-dnd-type,dragndrop,dragndrop_low_confidence_key,0.5,1
W22,mid2,csv_file_dnd_string_and_conversion_functions_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
W22,mid2,re-summary-dnd1,dragndrop,dragndrop_low_confidence_key,0.5,1
W22,mid2,re-summary-dnd2,dragndrop,dragndrop_low_confidence_key,0.5,1
W22,mid2,re-summary-dnd3,dragndrop,dragndrop_low_confidence_key,0.5,1
W22,mid2,regex_char_classes_dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
W23,mid2,html_span_div_css,dragndrop,dragndrop_low_confidence_key,0.5,2
W23,mid2,html_table_tag_def_dnd,dragndrop,dragndrop_low_confidence_key,0.625,1
W23,mid2,re-combo-dnd,dragndrop,dragndrop_low_confidence_key,0.5,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,27
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,52
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,15
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,14
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,14
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,10
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F21,mid1,file_remove_newline,fillb,fillb_low_confidence_key,0.4,5
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,8
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,14
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,8
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,18
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,5
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,53
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,8
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,14
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,11
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,6
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,11
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,5
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,11
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,8
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,5
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,9
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,5
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,2
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,4
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,17
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,8
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,3
F21,mid2,mid_2_html_attr_fill,fillb,fillb_low_confidence_key,0.5555555555555556,1
